Points:0,Points:1,Points:2,U:0,U:1,U:2
9.5259075,2.875,0.025,0.234386,0.51332301,5.88864e-20
9.6707128,0.12581009,0.025,-0.221533,-0.045537699,3.9379101e-17
4.7501601,2.7218691,0.025,0.60600501,0.60735202,7.4126599e-18
7.8948912,4.8999972,0.025,0.62653702,-0.022251301,9.6704701e-18
0.70000001,0.84418872,0.025,1.0446399,-0.112352,3.3848799e-18
5.7,4.943382,0.025,0.61737198,0.55706298,-3.8311102e-18
1.525,5.7372324,0.025,0.0047123302,0.34582299,1.1273300000000001e-18
1.4430028,4.0501704,0.025,0.15139399,-0.803904,1.4333401e-17
6.1917095,4.45,0.025,0.97246802,1.03049,-6.862500099999999e-18
8.501111,0.55000002,0.025,-0.79344898,-0.32999799,-1.51025e-17
2.874995,5.8238044,0.025,1.39762,0.28119299,-2.95936e-18
9.7135461,0.40000003,0.025,-0.103866,-0.132048,-8.0209097e-17
5.4021174,1.682504,0.025,0.093950197,0.556916,2.1133199e-18
3.4250001,0.45447754,0.025,0.62750101,-0.0169529,5.276130199999999e-18
9.4537385,2.1999999,0.025,0.64655799,0.034276102,-1.24174e-17
9.3960037,0.84999998,0.025,-0.242633,-0.317368,-1.4967601e-20
4.4499999,5.636196,0.025,0.0797804,0.32402599,1.05631e-17
9.1561562,5.9281628,0.025,0.353964,-0.0622552,5.8439199e-17
2.5749999,2.8689841,0.025,0.37544301,0.57833302,8.047889899999999e-19
8.3727551,0.12279492,0.025,-0.685269,-0.059387501,-3.1283700000000002e-18
1.05,0.87305628,0.025,1.30746,-0.33799401,-1.66515e-18
2.875,5.1598819,0.025,0.99637997,0.243145,2.0482599000000002e-21
2.5500001,5.0299781,0.025,1.09348,0.286246,-2.0261799e-18
5.692966,2.7439796,0.025,0.83990997,0.46536201,4.8147301e-18
3.05,2.2298025,0.025,0.97574902,0.55760503,2.56069e-18
7.9670619,1.425,0.025,-0.0285764,-0.33655199,8.2455101e-18
0.45000002,1.306069,0.025,2.04322,-0.0552276,3.42207e-19
8.5444123,4.7249999,0.025,0.59925503,0.30237901,-6.6005001e-19
5.0250001,1.8412287,0.025,0.415057,0.56421798,-4.2506202e-18
7.05,2.8843475,0.025,1.1689301,-0.054421499,7.3117199e-18
0.225,0.36787476,0.025,-0.230161,0.52652699,8.2325603e-20
4.6290288,4.2485997,0.025,0.430226,0.710374,7.00978e-18
5.175,1.8412287,0.025,0.33447501,0.62265098,5.2826599e-18
9.4537385,0.24999997,0.025,-0.20847601,-0.0492456,1.72126e-17
1.6507309,3.4006113,0.025,-0.432567,-0.2,1.2291100000000001e-17
3.15,1.0462614,0.025,0.95528698,0.038540602,-2.6755699999999997e-21
1.6048725,3.4016451,0.025,-0.325766,-0.13798299,-2.3278001e-17
7.5497694,2.057654,0.025,0.73949599,-0.152661,4.456809799999999e-19
6.5093779,4.2002179,0.025,-0.74146098,0.329528,7.348840099999999e-19
5.0,5.636196,0.025,0.48771599,0.22471,8.9052602e-18
5.6500001,2.0577351,0.025,-0.185661,0.035509601,-6.1715998e-17
5.074745,3.8607104,0.025,0.458819,0.70134902,2.4385601e-18
4.2036447,2.5736836,0.025,0.65387398,0.56862003,-7.598130399999999e-18
6.8415131,0.071107974,0.025,-1.1991,-0.56776601,-6.1443402e-18
4.4756403,3.5726755,0.025,0.545663,0.64331597,3.12436e-18
2.6,3.4422739,0.025,-0.61006302,0.063172102,2.5348401e-20
6.9711326,0.89999997,0.025,-0.52719897,0.34849799,1.2307200000000001e-19
5.5814026,2.9750103,0.025,0.59897798,0.46156201,6.9877298e-18
5.1499967,2.0577331,0.025,0.469165,0.70701498,-4.526089899999999e-18
2.375,5.3908221,0.025,1.24878,0.48282799,8.797729599999999e-19
7.4185788,4.4749999,0.025,0.58068401,-0.602027,4.0347699e-18
9.0928946,4.575,0.025,0.36742699,-0.275013,1.1906200000000001e-18
9.7568474,2.275,0.025,0.288286,0.16513801,1.25844e-19
8.8908224,2.0749999,0.025,1.0982701,-0.44946,6.277510099999999e-18
8.40008,5.5750031,0.025,0.55653602,0.13632201,-1.02972e-18
2.5,1.363804,0.025,1.40903,0.031604201,-3.2959601000000003e-18
1.125,1.4071053,0.025,1.96867,-0.262514,-6.5609801e-21
2.1755117,3.4883962,0.025,-0.72407001,-0.00420966,5.813070099999999e-18
0.17627701,5.3334257,0.025,0.092037797,-0.633968,4.4262599e-20
7.4041451,4.8,0.025,0.85481203,-0.256677,1.89025e-18
8.9774246,3.725,0.025,-0.56367099,-0.043612499,-1.30903e-19
3.5251389,0.096456616,0.025,0.502042,-0.0045230798,1.27435e-18
9.3960038,3.3,0.025,-0.31937301,0.0604656,-2.60998e-19
0.90000002,3.26906,0.025,0.021254299,-0.70275903,5.88627e-19
5.825,2.3608439,0.025,0.56836998,0.393565,-2.21593e-17
8.1835696,0.14997935,0.025,-0.79074901,-0.071431696,-6.016900199999999e-18
7.7938566,4.4250001,0.025,0.34981999,-0.19401599,8.4588499e-18
9.800149,3.05,0.025,0.400801,0.69434297,-8.406710199999999e-18
1.75,1.479274,0.025,1.81209,-0.192964,3.7273499e-18
4.6500005,4.7701708,0.025,0.252141,0.65510303,1.02053e-17
9.5836423,2.175,0.025,0.49602899,0.044663299,-1.5485499000000002e-17
4.7750001,5.217617,0.025,0.15462101,0.479092,3.8559099e-18
6.6680236,4.5250001,0.025,0.64565903,0.394979,1.30608e-18
1.7232154,0.19375874,0.025,-0.23709001,-0.17778599,7.1950398e-19
2.35,5.2609183,0.025,1.31172,0.50035399,-9.1777199e-19
9.9870275,1.7754173,0.025,0.017548099,-0.25061101,4.9444202e-17
3.275,2.8689855,0.025,0.57413697,0.58662099,-1.1404699999999998e-18
0.01489527,2.1260145,0.025,-0.024387199,-0.59902298,8.82583e-19
6.5,2.3175427,0.025,-0.032933701,-0.176257,4.7065799e-18
7.6269048,5.5902613,0.025,0.968849,0.34633201,-7.4650701e-18
5.4004803,0.027858874,0.025,0.79740101,-0.030233899,-4.14855e-17
1.6,4.9145092,0.025,1.59838,0.772551,-1.0195599999999998e-18
9.0640271,3.225,0.025,-0.43597701,0.114209,3.9476699999999997e-20
1.775,5.9012,0.025,0.046117999,0.131106,1.6602899999999998e-18
3.85,4.211325,0.025,0.38724399,0.115526,6.4183298e-21
4.375,0.19466972,0.025,0.50270897,0.00854515,2.66487e-17
5.5092524,3.25,0.025,0.44580299,0.55694097,1.0798e-17
1.3247824,3.2547892,0.025,0.153209,-1.62628,4.438479899999999e-18
2.325,1.6957804,0.025,1.54443,0.15934899,1.03164e-18
3.55,1.6524792,0.025,0.91522098,0.32718101,-1.9560400000000003e-18
2.2,5.1165808,0.025,1.37977,0.53951401,5.805080099999999e-19
1.8,5.4341235,0.025,0.95046598,0.62196702,-9.88766e-19
2.05,1.7968167,0.025,1.59585,0.043640699,9.85756e-19
7.075,2.4082159,0.025,0.785932,0.067319803,-4.1183801e-18
4.2498271,4.7021214,0.025,0.193142,0.66610801,1.27154e-18
4.946386,2.9250159,0.025,0.58878797,0.61027598,1.9305299e-19
6.9010423,1.7654284,0.025,0.234713,0.62851202,-9.45092e-19
6.0250001,5.3330873,0.025,0.76706201,0.32357901,2.7974700000000003e-18
8.5015914,2.5492116,0.025,0.98962301,-0.473874,-1.25798e-19
2.5500001,0.32457398,0.025,0.43541601,-0.14919899,-5.187449799999999e-18
0.35000002,4.337158,0.025,1.98244,-0.0155319,-1.5220799e-18
2.120582,4.6770223,0.025,0.445315,0.075943001,-7.773109699999999e-18
4.9000001,5.7805334,0.025,0.73501098,0.122324,-7.9510801e-18
7.3246673,5.2554504,0.025,1.01609,0.072983101,-2.1943801e-18
9.8736639,4.6254328,0.025,0.053252399,-1.4454401,1.7912999e-18
5.2573328,3.4997013,0.025,0.45294699,0.64664102,4.2967401e-19
2.525,5.7372323,0.025,1.09334,0.270951,9.6894996e-19
7.7216879,4.55,0.025,0.476686,-0.229699,-2.6492701e-18
2.15,3.2586969,0.025,-0.60335201,0.0142057,-1.9298899e-18
0.37500003,0.22363359,0.025,-0.50096297,0.293026,-5.2454702e-19
4.4499999,5.4629911,0.025,-0.0089640804,0.41747999,3.3349399000000003e-18
0.45,0.23798275,0.025,-0.52577198,0.237747,1.36597e-19
0.92499997,1.2627677,0.025,1.98106,-0.23732799,8.4668801e-19
4.3,4.3556625,0.025,0.416531,0.69695699,-8.0222796e-18
0.33578472,0.070844877,0.025,-0.64289802,0.15714701,2.5480601e-17
3.5,2.9988894,0.025,0.561809,0.56287903,4.371530000000001e-21
8.7609186,1.85,0.025,0.82454199,-0.58445299,-3.0809101e-18
4.55,5.636196,0.025,0.141174,0.30441499,-1.18188e-17
4.574142,1.4066099,0.025,0.542431,0.299862,-5.0570601e-18
9.367136,0.49999999,0.025,-0.205891,-0.134655,2.6300199e-17
4.45,1.1905989,0.025,0.57365698,0.21489801,-6.706519799999999e-18
7.1443375,0.69999998,0.025,-0.843512,0.104333,5.6233802e-18
0.9,4.3948928,0.025,1.62211,0.029083701,3.8919e-20
4.4000001,4.442265,0.025,0.367962,0.72329801,-2.8086599e-18
1.6,5.0877133,0.025,1.45294,0.76599503,1.59134e-18
8.9341234,2.9499999,0.025,0.12835801,0.057884,4.1628100000000004e-18
9.8723173,1.975,0.025,0.125048,-0.18953601,8.1603998e-18
4.8499999,5.3763884,0.025,0.17387,0.398994,-9.5018799e-18
7.3249674,3.1587525,0.025,-0.0140775,-0.134811,-1.12079e-17
9.9855662,2.875,0.025,0.0193357,0.66374999,-3.9645198e-17
3.0749999,1.6957804,0.025,1.12791,0.32444,-1.4243100000000001e-18
0.25000003,1.2772015,0.025,2.03106,4.0994099e-05,1.5479100999999998e-19
7.0527094,2.0289772,0.025,0.54512697,0.32088301,3.3198400000000004e-18
6.0617425,4.6249693,0.025,0.91191202,0.855694,-8.2675999e-18
